Gene_name	abundances_CH2879_noINF	abundances_JJ012_noINF
TRIP4	486075793.644126	75003222.0471917
FREM2	6965084.02883031	0
FAAH	0	0
CTBS	12293950.6924496	21467757.7067202
ISCA2	0	0
DDO	0	16949149.1504732
APOM	18066937.4463407	12097927.8793863
CAST	10262280.4546153	32894279.9427667
RAMP2	256826575.746987	0
TRIAP1	0	11937902.3617994
MMGT1	11171909.7810924	208812026.09952
ZFYVE28	52304127.0323144	2840690.80736937
ANKRD36C	2185085.2151857	0
MSRB3	70796878.0543753	0
PET100	0	0
MT-ATP6	0	23951111.1440858
LANCL3	0	0
MED26	15295285.3547846	895293.909074574
LRRC3	2934252.28360399	0
GDNF	0	0
IQCE	6253186.14027524	16039104.9586679
TACC2	0	3074857.34995887
TGIF2	4345378233.74744	0
MIF4GD	0	15892520.6671896
TRAPPC14	0	811126.34048967
GSTT2	6172950.54601757	0
RAB3B	0	0
RHOC	0	0
OAT	0	0
TEX30	0	0
C17orf75	2592995.70626044	1549879.6753255
PPP6R2	0	0
KCNB2	35407975.985109	0
MRM2	0	0
ST6GALNAC4	0	0
ANO4	15214117.2449924	0
PXMP2	4452532689.33481	19796878.9976216
FOXO3B	0	5631327.72606041
CCDC102B	1272174.76080275	11210782.9833382
PMM1	225319683.378461	0
PSD2	0	0
USF1	12015495.2603795	0
GID4	0	0
TMEM102	0	3724174.21280334
CNEP1R1	0	0
GCFC2	4535987.04344952	2934034.06616646
OXSR1	0	30820943.5602558
RNF157	63774548.7553642	0
FASTKD3	0	2020489.31265047
CDCA7	0	23517167.7786994
ABLIM1	32788499.4905847	0
DERA	0	0
PI4K2A	8853478.73676253	7258124.92071127
ACADSB	16015004.2930258	0
ABHD13	9264766.75203639	169439953.265757
ATP11C	0	395755955.358883
SERPINA1	2006263.76308932	0
OXCT1	0	0
PAX6	41295516.1207473	0
ALG2	0	3773538.08573584
YIPF1	0	759218.098153226
LRP8	14679854.4281851	0
MZT1	0	78878959.1721177
WDR74	0	6204758.80030841
ZFP90	9847035.75738528	2954003.52706627
CASTOR1	15722174.9812369	0
MBD2	336510.665925128	5614527.55588113
MED4	0	18346643.4543892
F2	0	0
TBL2	463881893.272645	7671933.57738831
SLC25A26	0	12318946.2400846
ESPN	3350289.58755917	0
DPY30	29388585.1073181	0
ZXDC	0	133455333.885183
PAMR1	142610620.734975	0
TGOLN2	20010434.23276	0
SLC2A12	0	661251.585872693
MMUT	7187029.79157532	0
EVC	10484920.1751817	0
EDEM2	0	9427864.079767
SFT2D3	31142531.1582656	25403593.6594095
ZNF410	10920054.3740422	6369125.40145706
ALG5	8682667.99741583	791019.93349267
ABCC10	14465495.1492028	0
RSRP1	2752093.29711394	0
UBIAD1	9606371.93460351	106285234.505828
RAET1G	10981735.4092869	8875878.27135543
SRSF2	75048911.8672071	4298938.90925511
KLHDC7B	4700130.12637796	0
LY6K	89478834.2683478	0
PHACTR3	23134626.9578249	0
TM6SF1	144865695.790926	0
ZNF841	5742669.9703258	0
DNASE2	19944119.2726456	6200379.64917145
LHPP	10374748.5044105	5630902.42996832
SCAMP2	0	21945338.9650671
RAB3IL1	260888976.597326	0
BRCC3	0	29462610.5139961
SART3	6643172.81429832	90880816.1910006
PIR	0	0
CTSV	0	10267784.0233338
TEX2	3658720.64671772	18996263.1090117
MED19	84473206.7106199	130148659.31742
USPL1	3482424.36972746	0
TMEM169	2573530.9982431	0
VDAC2	0	16128454.8982227
ANKRD36	3212366.36433579	0
ZNF385D	845483.572077635	4753473.26748953
FYTTD1	747220870.173542	6174479.99070831
APBB1IP	0	5326465.45482848
TMEM234	0	163887013.658978
CENATAC	7003182.36492789	39335538.7076386
MEX3A	268230586.681074	0
ZBTB48	0	26039628.8616953
S100A3	0	33004744.4896998
SMIM10	50513465.1760356	63343013.1044919
CLN6	0	15122551.0172912
SPON2	2458555.89584201	30084359.7549804
WDR53	0	28331692.2234533
SNX16	0	12137091.423882
DNAAF19	1649538.67085103	22881409.6492172
ARL10	0	0
SASS6	3738610.70447494	4000901.99790993
GGT1	0	6355158.44587288
PRMT2	27343589.3434339	4720116.20438109
TMEM229A	5647959.51134542	2525058.46540611
BORA	0	6056878.27121961
HSD3B7	0	2637979.13862402
ZMYND15	6965203.27911585	0
RAD21L1	4236193.32574753	0
ENG	21990233.4111121	0
GTF3C6	0	4773620.99591737
TTF1	0	6449224.50297809
ULBP2	26559795.4490275	0
HEXD	0	1639989.38539395
SLC35B4	357995.553996789	0
CYP2U1	189501753.384121	7323989.98265422
DYNC2I1	0	1489239.57639387
LRP1B	10561290.1598656	0
CHAC2	8435329.53300493	2182523.46641273
QRSL1	0	0
0	163071778.501836	0
SIGIRR	14304717.8756377	496685.436369394
ST3GAL1	0	0
MTFP1	0	95992732.0247526
POLE4	91537686.7623252	0
STC2	4238950.27685287	27904444.3682253
CTSS	5045304.26032106	5936351.06530786
ZNF181	970340.383081659	1206774.67097621
MCM9	0	8024083.13056714
NAF1	0	0
SEPHS1	0	18775148.2238287
AP1AR	0	63853793.7403611
MCEE	889299.195697916	0
MAGEB1	2364697.27286605	4175344.39651577
MINDY2	0	0
EDNRA	71810477.5015374	0
FMO4	559300962.474241	0
SCYL3	11207591.6525005	4655567.77746405
MBLAC2	206637.67851434	0
DZANK1	20656313.9678181	0
GATA3	35176781.1945989	505188.951338245
ATP13A2	0	0
ZNF800	0	0
PTEN	0	22279697.9427441
ORC6	462246417.514169	0
ABHD11	1219443.13187315	5131136.22855464
MYD88	6894928.75611431	0
NSDHL	0	5899999.33905573
OTUD7A	0	0
FJX1	1366470.64911525	0
PHF1	15689606.0573761	2448573.53534645
ZNF646	25539459.7212278	1084386.73272933
PGAP2	0	15525340.1556973
SCN9A	0	6203472.94589838
OTUD1	74939319.2584237	1473352.6436823
ASIC1	0	6024069.36260026
PLPP2	4470292.25831934	0
METTL25	2999384.01308854	5106161.56467529
ITK	0	0
FAM24B	0	17461814.359906
SOX17	16310651.0495513	925883.855283459
L3MBTL3	12902855.846608	15302752.8184703
FAM117B	248812212.538435	11048998.3745009
EFNA5	12280416.9144744	0
RASGEF1C	10082143.7152232	7045501.43716928
PELI3	12069519.7692473	0
SLC7A6OS	0	40274168.1448545
ARHGEF16	0	0
GRHPR	72011926.9120603	54134965.9611237
CSRNP1	0	31532794.6293577
HELQ	0	2999742.94449501
TMCC1	0	1834260.08329481
C6orf62	0	0
CNRIP1	54456207.0346649	2513158.20152716
ANO1	12860263.7955597	0
APBA1	4435528.7404463	0
TMEM63C	5665110.36128864	9384266.34981674
ACSM3	0	4629387.49585854
ADAMTSL5	0	26938209.6795484
DEDD2	34903054.8883355	0
JTB	2258825.32837912	0
LONRF2	6487357.54247752	549580.95186603
GLIPR2	0	0
FKRP	43268982.166703	0
FOXO4	0	0
DCUN1D4	0	0
STAM	0	11623511.0209434
RFPL4B	0	132390897.930547
POP4	14367921.3601599	9839181.36221598
ANO2	0	2747969.9621965
ZNF250	50808144.2918171	0
NPY5R	14791936.6661212	801626.034420504
MTMR8	0	0
UBE2M	11751809.780478	0
TGFB3	0	0
PAAF1	267319625.400013	8755697.1577518
SCOC	0	40244629.3544241
GAL3ST1	6860119.14947998	97875863.4332308
SFXN4	0	42234525.7145925
ECHDC1	0	889408926.789031
ZNF324	28619730.1980321	10612375.1916251
ZNF436	0	0
UBE2G2	4654164.12855158	0
CDIN1	0	12060522.9064081
ENTR1	2456004.78484855	0
ZNF526	4440588362.08501	0
VWA5A	32523936.8904774	7290734.27802107
ZNF441	0	0
BIN3	20512618.2911123	5383262.10270758
AP3B2	87926536.9235029	0
IMMP2L	0	12291484.1004926
SORBS3	0	14722131.0556426
CSF2RA	0	467932438.601227
CEP20	7512957.34317636	0
SLC26A4	40712819.0197012	0
CCN2	111095754.714436	83712144.3693537
PRXL2C	31664128.535412	0
STK38	4592516.66019365	0
SPACA9	2424765.97605133	0
LY96	940124.643651217	1598799.29987263
GDPD3	0	0
COX7A2L	1017185602.50081	0
OPA3	1597736.67021014	0
ARSB	68067984.1042017	125624982.699198
THAP1	0	4004605.57075142
PLAGL2	4930806.41117022	9438154.96173027
MATN3	0	0
STEAP4	5094185.27584762	16885054.4371831
ARRDC2	0	0
WDR4	0	33472922.8352941
NKAPD1	3370525.38852295	0
TRIM45	27698429.6013741	1442662.98746269
CDH4	50279536.1506736	0
CMC2	0	720348.101202083
ZCCHC3	0	21029737.3238411
QRFPR	14362963.6751081	0
ARL14EP	1203218.16278755	3441191.69055072
NANP	20921476.6871191	33132653.6001081
ZNF667	0	0
TAX1BP3	4700595.45865942	0
TFAP4	0	0
SLC7A6	0	0
MAGEH1	97743366.3690048	11001448.6004792
TBC1D16	0	0
BATF2	4394261.75907469	5424582.45364392
ZSCAN21	2249457.15456233	0
XKR8	0	28775195.0361965
PPP1R26	1652170.0013139	19875814.5912881
ZBTB2	0	6620785.48672451
LACTB2	0	10697371.7431608
ERO1B	10117101.7974046	0
ITGBL1	0	4522487.83462291
CLK4	0	138574221.806678
SNAP23	6266302.28798113	72655218.3770851
ZNF287	17014868.8948453	0
PDCL	0	3746988.19230872
ASB1	0	476256.456351614
TYRO3	0	5898258.32042913
TGFBR3	0	2660864.36585233
PRPSAP2	335241.880226662	2954448.33206736
NAA30	10904693.528377	222470443.066531
CCDC144A	12977673.2086501	0
STBD1	0	7422919.83757561
TMEM42	401475.749939312	0
LSM6	0	0
CYB5D2	0	51145871.5878226
CHL1	104400089.480552	0
ADGRG1	0	4081068.88598398
GEM	0	12085432.9707249
SEMA3D	21088366.1565589	0
THUMPD2	0	0
ZBTB45	0	3991719.71368196
TMEM167B	21909396.2825341	0
MAP2	0	7219235.70247405
PRDM2	0	15156369.081283
EML5	0	0
ZNF33B	0	418893.36328646
LHFPL1	0	7607756.38975591
PIANP	0	30005344.8703288
NEK3	0	14960602.1794583
PDGFA	144679904.62116	0
TPD52L1	0	6559431.94916262
RNF169	127755112.913512	0
RECK	14166268.8282068	1780930.05484473
EGR1	7216639.57148792	0
ZSCAN12	2821921.32102919	0
NACC2	6529692.01220167	0
ZNF473	0	0
TRIM8	0	1552255.33807456
VKORC1L1	4674838.62450253	238709140.749463
NR4A1	257433.085626709	0
CC2D1B	1749776.72538912	0
HSD17B6	0	0
RPP14	0	0
TOE1	0	0
FXYD5	81699478.9927177	0
AEBP1	0	0
ZNF658	0	1443534.34115032
TMEM219	3553019.75478969	0
JPT2	11538232.2483094	4718694.62776592
BCL7C	3202542.02038263	2235218.63028506
LDAF1	8662464.406902	0
HUNK	33449632.5789256	0
WDR37	13582143.6891633	0
SUPT4H1	814611216.011956	0
KLHL35	0	0
PKP3	0	19810089.6548585
VCF1	7726398.72715088	0
CDKN1A	0	40422170.6453377
ST8SIA5	41971936.3721944	13492583.1016056
ANKMY1	62418928.5299071	34975609.4143079
ZNF24	0	8066879.08289881
ZBTB25	0	0
MAPKAPK5	3314621.48315324	33096901.7538269
DACT1	35357010.3937707	0
NT5M	0	941379.976346293
UPF3B	0	0
RNF166	31788443.2974691	0
NOS3	76134258.9254718	107314640.053569
HLA-DRB3	67947789.3473433	67935735.9168518
METTL6	53807802.1899378	43698204.8357554
ALDH1B1	0	0
NCF2	0	18700302.1841807
MRPL46	0	0
SACM1L	145451915.367342	0
PPM1M	2193588.90572978	0
CDKN2A	0	1801226.53336711
GATA5	1117783.5004557	0
OSR1	35985813.7351822	2979099.49069654
MBTD1	0	0
EFHD1	3258831.55840217	0
RNF19A	0	3298873.08776763
ATAD3B	0	0
ZCCHC8	3080332.70119264	0
DCTN6	160363533.318269	17762144.6086967
GLCCI1	40718221.0743518	0
FBXL20	0	0
TRIB1	0	8170485.9188304
TNFAIP8	0	0
TNXB	0	16723143.8213477
TNFRSF10D	0	0
LCTL	0	0
ULBP1	19102139.1478507	0
VIPR1	0	0
PLEKHH3	2529741.71693804	0
LAMTOR5	0	23762447.8102362
MMEL1	15216135.6839654	756609.283327616
TAF13	0	12455694.0278203
SDHB	0	0
LYPD3	15512669.8630601	0
B4GALT7	37581436.2712837	0
ZYG11A	0	0
MBOAT7	1161968.23096399	190011189.953469
TRIM54	0	2072184.66914325
SERTAD4	458724.934208378	57562021.2700074
GAD1	954322.756576008	4710659.95784166
SNAI1	151567454.2991	493617.37935111
ZNF214	0	0
CYB5D1	0	6351597.7019769
NCS1	0	0
LPGAT1	1027337.50383276	2898490.04385005
RNF175	0	0
PGGHG	7000600.85685244	0
CXCR4	681348.720046636	1138645.38831213
EPS8L2	0	0
UNK	7231599.34074363	9078311.31759605
VANGL2	10340306.4467248	0
CDC42EP5	21266061.0516742	0
KISS1	0	6287682.75725852
FAM72A	284991.117106233	3971690.25802913
CRELD1	0	780461.186183871
BACC1	2087442.62340508	42188603.9116512
UBAP2	23821259.8729131	1486975.36318772
GAS2L3	307270325.161297	0
RALBP1	0	292468982.355663
IMPA2	0	0
PYGO1	13889664.7148899	0
AGAP1	0	4442308.80112698
SHLD1	130851271.763185	0
RNASEH2B	0	0
MDH1	100807465.921688	0
CSF1R	0	3321599.13503352
EFNB3	12895036.5039772	0
TMEM256	88853252.3018916	8827237.81450121
CHLSN	6905371.94158888	62486478.9014366
ANKRD18A	135788165.006828	0
AIRIM	0	9036079.85002858
MGAT4A	0	0
RUFY3	0	0
KLC3	127756317.967536	0
TLR2	0	0
TMEM62	7878744.50391935	0
CITED4	791125993.481097	1373384.83452251
TAF1D	0	10778895.6582953
NDE1	6225424.85988303	13330191.2059545
SYN1	30941213.7184882	0
FAM219A	521733680.241547	0
GJD3	0	0
CALB2	0	6647117.8956966
TMEM11	0	11084431.6853042
CUTA	0	77755361.1230942
DUSP23	344349.258576205	0
PLPBP	28939886.8749646	0
RAP1GAP2	0	1207454.98214649
FAM222A	9897140.00934653	0
NKX2-2	6819551.50490435	0
LRRC45	0	3672541.8562645
OGFRL1	0	0
MKX	0	22808071.5048759
PARVB	8421809.99144838	0
TMEM242	0	45979374.3344453
FLVCR1	0	24433639.5850381
POLB	0	5451443.70980535
COMMD9	0	0
CNPY3	26802819.7627382	17099162.0262851
MRPL14	58136653.1793226	0
PEMT	0	50576505.1146452
HOXB8	11603085.882738	0
TASP1	0	0
SMYD5	2878402.02859087	0
GPX3	57953450.4110449	0
AHRR	18055129.8157246	1339539.16179115
SLC39A9	8265045.68526773	0
ZFAND3	0	0
GRIN2D	11176978.5035906	0
STRA6	43036922.3029146	0
ZNF555	0	316188230.584642
LRRIQ1	2163727.03361891	2295911.23664741
DUSP2	0	13555023.0753822
GLP1R	44524835.3543519	0
DHRS7	32037256.0533114	0
COQ5	0	55046419.1242287
PRAG1	105533069.110313	4284024.74179577
CEP131	0	0
ADAMTS7	8093671.50064046	0
SLC35A4	4084011.72141849	0
NDUFB11	0	2165328061.1163
FAAP20	0	188323798.148352
PTCHD1	8149500.09938039	18983031.5404656
SLC12A8	166813.002779953	5712782.46977994
CDC25A	0	34475714.446419
SOCS2	11259674.8265885	0
REPIN1	704415.782447648	31581550.2947726
NUDT15	0	0
CDYL2	3755837.66160334	13692230.7844844
ACP2	10570033.2500713	0
IL1RAPL1	10392083.788081	1333625.69332274
SDSL	675553.465793191	33517613.5485517
MRPL44	38021417.9205841	0
LIN7B	3922522.38167471	0
ECSIT	899363.44725878	0
DEF6	2815960.10189092	3101528.29845926
ABHD14A	0	8054749.74490384
ZMAT4	13688195.9089206	0
SLC37A1	6204806.92496686	0
CDCA4	161843877.14908	0
MVB12B	38954174.4423777	0
RBM43	1404550.61329478	1227592.32807438
GPRASP1	3539429.15177456	0
SLC27A3	7752271.96252931	7213990.34400333
MTLN	1438542.67245754	4626116.60744118
COLGALT2	29338294.0248129	19997533.0125294
ZFP69B	1293752.90126615	1950509.99820302
TADA3	0	5210038.43115976
PKD1L2	0	14640199.4393864
ZNF804B	0	0
TEX15	18129790.5275405	0
AP4B1	1439824.98541009	7911321.89292142
PYCARD	46218397.771231	0
MTMR11	0	3159433.43292957
SNRPA1	3613280.22600337	0
DENND2C	0	849402.854408992
FOLH1	0	0
HOXC13	496449.919644073	3506730.88585988
OXGR1	3076849.52090996	0
HDX	0	0
FBXO24	51619782.3424703	13321174.8156536
PTTG1	1816144529.84765	24471695.9690613
FRA10AC1	0	20700362.6236961
CDHR1	4665751.2941226	0
CSRP3	0	17769335.7774608
GCA	0	0
RUNX1T1	3585821.29292061	0
RABGAP1L	0	8299641.99944349
RAB3IP	3718102.99334422	0
MAP7D2	4362098.63808915	0
SLC22A31	127895176.493381	0
CHRNA4	0	0
RBM17	5008586.77298749	0
POPDC3	9583656.82363787	2157022.01960253
RND3	0	141435642.2567
CINP	0	21566501.6649826
ITGA2B	723488.875805445	2047604.02731219
CFDP1	1818363.56207091	2699427.8565274
PXYLP1	3270769.36719736	0
TSPAN3	0	14210557.2052632
TPH1	109658603.953003	56719789.2513265
NMT2	0	748650.298429675
PMP22	0	0
GID8	55080621.4624205	0
CDCA5	10983645.4169478	0
POU2AF3	0	542279.917301183
KIF26A	62106900.0288428	0
VMA21	0	0
CASTOR3P	0	0
CISD2	0	0
TMEM50A	21429801.491851	676521.895386316
NABP1	0	6842450.75162701
FBXO45	4046046.26111349	0
SDC1	13451593.3002853	0
LYSMD3	1342623.72331595	26987968.8084828
GSTZ1	0	8150699.99501467
NDUFC1	16539877.5259972	87393090.6563552
ADAMTS16	0	0
HAUS8	0	20537778.7893077
TLCD3A	854875.803150251	0
SLC10A4	2208229.39739537	4454570.58293811
IGSF3	0	0
ATG9B	0	0
PDCD2L	0	15207423.8074656
PFKFB2	14805398.3888114	0
MT-ND4L	0	61703213.8911248
MYO16	2883419.82338837	0
CACNA1G	14351010.8041904	0
SDC4	4161834241.16638	0
NBL1	0	12271305.9390949
SARS2	0	5984447.83416222
GSTCD	0	0
MBD1	22130695.2297453	0
PRRT3	19828539.8382002	0
COMMD5	0	0
CCDC61	0	10670252.5520392
ZBTB5	2755918.28990849	0
SEM1	9116683.86256048	6066914.76896667
GCNT2	0	11366737.2092187
AMDHD2	2566968.31977702	0
SNUPN	15303869.1698103	280014221.339535
TRMT44	0	5777636.84988311
ATPSCKMT	0	6647073.82007064
ACADS	944165.902018081	0
CFAP69	0	288400.51374559
TMEM255B	10685961.4998006	0
GULP1	0	0
BCDIN3D	0	6898795.18969235
POLGARF	91975351.3332735	0
SLC9A9	56833112.2473465	32304792.3807842
EBF4	1003118.31019993	0
B3GALT9	0	5373261.5962505
TRPM4	112536757.264401	0
RHBDL2	0	11702844.4854805
ZNF709	0	2012870.53658482
OXLD1	3568133.95470023	8865267.45223616
RNF10	364814.083595362	1507862.65779117
TRIM65	0	0
MTRFR	0	31831133.1117405
0	13154061.9093722	0
MYL5	1256047.58202717	0
NPC2	0	1811410.69383773
SNAPC2	618725.303504894	0
NICN1	70090788.4609309	789741.652640931
RNF4	100883386.708251	100031696.675808
SUMF1	0	0
FBXL14	14148165.2707942	0
TBX1	0	0
HR	4342039.08494586	0
ALX1	98103290.683723	0
HNMT	0	0
KATNBL1	0	14597137.6283423
RAB3A	0	0
GRIA1	0	0
ERP27	3459001.65967746	0
EURL	138294416.792015	0
SIGLEC1	2469894.17766238	3680282.11678079
SRGAP3	10959719.4720722	0
HCP5	0	0
PAK1IP1	1323765.3719846	0
TCF19	45340873.2718253	0
EIF1B	0	21119422.4572702
PTGIS	20515212.3997976	0
SLC19A2	1310869.51535168	14902024.7311383
CEP112	0	35962017.2279727
ENGASE	0	0
TMEM201	8658627.27316129	0
OLIG2	14088311.8110857	0
SYT11	25969274.3175393	3340162.76625257
FOXI3	3344454.51898008	0
SYF2	0	0
C2orf49	4319077.46142624	0
SYNJ2BP	0	31846156.0032657
RGCC	0	0
KLHDC4	0	0
SEC14L2	19961847.1138153	0
ZKSCAN4	0	0
SCAND2P	65453294.1631615	1165368.47469545
CNTROB	5645148.00883146	0
MARS2	0	0
ZNF316	13966669.7790531	0
FAM169A	40666987.7871888	0
AGPAT2	192553.292469538	1859542.62515998
PDZRN3	16789581.5190883	0
PWWP2A	63932493.6890428	0
LUM	0	0
0	8451081.08232979	0
RNF167	192152359.087499	0
CPM	0	0
HDDC3	0	211935039.926436
FKBP11	0	0
CYP19A1	167493436.757762	11905183.6464656
AAR2	141686230.59491	14319769.5502389
COA7	0	13760897.9179514
CREB3L4	0	4289425.24979697
HROB	26966363.5357302	0
CEP128	0	4313781.17836612
KIF21B	0	0
VEGFC	5593488.50703914	7790208.80412343
ELAPOR1	0	0
VWF	7414396.13042684	0
ADSS1	0	8086345.26528406
JOSD1	0	6282260.22171132
NAB1	1869290.60118245	0
BBOX1	0	0
SLC31A1	0	0
SLC28A2	0	7060958.91084533
EFCAB2	0	8903440.47474753
TIFA	0	11069935.1192151
NMNAT1	0	0
NATD1	5264329.3990438	0
YIPF4	0	0
ZNF665	0	0
MRPL10	0	22748777.1098344
RRAD	0	35376563.0696091
TMEM44	4083004.34072486	2289694.07935677
RIMKLA	0	2551622.21430385
MYORG	0	1795520.80595372
ZCCHC24	1187500.37608271	22774886.9140694
ZNF330	10040580.1032734	726837.642878654
TCAIM	0	0
GATD1	2812917.19071284	21273088.9877489
CFAP68	0	0
C5orf22	0	20814695.2948285
TFE3	44141995.3788433	0
TSC22D4	0	13331726.0064253
KDM4D	0	0
FZD4	8592200.23027099	0
MSRB2	0	3236959.14882785
RALGPS1	0	0
GATA6	21863084.9342094	587267.266817121
POLE2	19012773.0347002	0
CCDC8	2358118.68055996	9313470.03953274
NME6	0	16855197.2276936
KIF19	5908040.00658038	0
HSPBAP1	0	34506242.8382901
RCL1	2924402.81440422	9556682.58194238
CYBRD1	89374107.9583388	0
FAM227B	867816.359858476	10321234.7342555
LRRC14	6815951.58856719	11402215.3010446
MRPL12	7038630.40727491	3279494.66226636
CENPV	0	21575561.6731713
AREL1	0	24173353.6347704
POLI	0	0
ZC3H4	92826139.7118539	0
RAD17	0	1557891.61178014
SYNDIG1	4382054.80840088	4134835.71447031
SLC5A4	202652677.017234	1246600.92809775
HMGA1	0	0
PCDH1	11006571.1572901	0
GTF2H1	55519968.7140088	5839444.41616846
SCO2	0	0
CLCF1	0	41223667.9365494
COA6	0	61105760.1904668
RPL39L	10616001.3042291	0
ETFRF1	0	0
MYPN	0	0
PLEKHF2	0	11406437.696989
HS3ST2	1150061.77795087	0
RSRC2	1332475.0290831	16703663.2293397
PABPC4L	654744.108974214	1634379.2030479
RHBDD3	9781129.14905996	0
MTHFSD	36223224.1400666	0
BNIP3L	0	0
UQCC1	0	1925072.23897213
HIBADH	0	21153754.6845623
TPBGL	15449386.3092712	0
LMTK2	2354536.36395384	0
ITGB1BP1	0	0
SLC27A4	10294490.4996882	18854899.3570419
NMRK1	1324385193.91801	11393580.773197
HOXA10	336942.140767876	234645.453873248
METTL8	0	0
CTSF	39178961.0507814	0
TNNI1	0	27733431.3728659
TINCR	1086724031.70303	0
IL20RB	0	0
SMAP	2091846.36873229	514369.593714925
ATXN7	0	0
A2M	19704106.6017464	0
PTHLH	0	0
NECTIN1	0	9082820.70959722
MRAS	0	0
TMEM54	0	0
SOBP	0	0
SEMA6C	0	0
PCYOX1L	214600190.033295	5311481.73329358
CRTAC1	0	0
GFOD2	0	4621288.66514788
TTC39B	0	0
0	10249366.4016565	0
PIGBOS1	68276597.381107	202606.846394625
ZNF182	0	0
TDRD3	0	0
C3orf33	16176238.4583048	2793108.07399343
WDR83	0	257708728.810849
0	0	0
SULT1A4	593344.28286771	283899600.557498
WWC1	210749353.209113	0
TNIP1	0	3677756.60537689
RFPL4A	0	93779886.2501194
STARD4	1919795.82015275	0
MAP3K12	0	3127900.22856462
S1PR3	0	0
HSCB	0	0
IL13RA1	223955944.641644	3560106.37662232
SYTL5	147901.314369012	0
TLR4	634678.14163604	1004049.32926047
NTRK3	1441393.31375037	0
NRIP3	3641699.85084164	4741835.26318068
ARMCX5	31917308.5811509	1596988.48449498
CES1	0	0
PROCR	6169555.31316499	0
IRAK3	0	0
CYB5A	0	0
CHRNA1	79399.0685831656	0
CCDC142	1421961.95482896	0
FMC1	0	1374120.23076682
STAP2	0	31401793.0377301
BICRA	1846213.22966675	0
DNAH14	35514783.9232457	9606458.68299447
FOXN3	0	8174485.63245247
EIF1	933430.470487493	0
FSD1	0	7141525.62317658
SFRP1	33827121.0695854	0
L3HYPDH	6897258.111831	8466890.28776144
CPE	588419.569143526	2870331.1907734
THTPA	0	20682282.7294086
TIGD7	0	0
IL1RAP	7766976.81856292	0
FUT4	20789239.3524198	0
ANKRD63	70566826.0705673	0
PDE7A	158042481.10905	0
ZNF614	16829429.7087153	0
NRXN2	0	0
ZNF174	3244204.51667828	6119733.68708511
CUSTOS	0	1822820.77421755
GOSR1	0	14806549.1721704
PTCD1	0	0
CCDC91	20125128.0147206	1740164.8757824
TMEM87B	2407566.42301368	0
SULF2	15947856.7486046	0
ROPN1L	0	15260682.5196018
HAAO	126912359.00153	0
GNG4	1029374.08446471	24310923.2998939
CLYBL	1690540.64299023	13130279.8933726
KCNN3	180609.561910176	0
SNX24	0	471933053.627866
RSAD2	0	0
TRPC4	0	1124158.12426128
LYPLA2	1160245.83794598	1583134506.43468
PTPRZ1	0	0
FILIP1L	0	521998.158284447
NDUFA9	0	6704992.11968784
SDCBP2	27363827.2651134	0
FSTL4	0	0
RAD52	0	3819174.94275394
0	0	0
JPH3	0	0
MRPL22	2204369.62681868	0
CWC15	0	0
TCF24	614320.100071912	0
PNISR	0	1477034.00133072
NIPSNAP3A	0	0
GCDH	0	0
XPNPEP3	1663610.34277011	0
NGRN	0	3552057.83063849
PLTP	65799106.9754712	2273558.01519775
ZNF513	18802222.8784704	0
IFT20	0	661866.004776216
RAB29	0	0
TBX21	19113325.9921621	2128200.80305871
SOX5	0	2795167.31136787
CCDC71	0	7313988.59291686
TRIM52	1843371.31938099	0
FGD5	21969949.1884931	1370337.09336566
TAF8	0	62683043.6899196
MOSPD2	0	696072.322648117
COX14	0	195697588.365917
SYNC	0	12462258.6743395
WWP1	715052.096419661	0
TPRA1	0	32653281.3530512
GLYCTK	67768763.9934151	20567445.5788532
TESPA1	4159713.12568706	1607710.92903391
PHLDA3	0	6141170.82671854
ATG14	0	51905635.86486
ABCA12	0	7796451.08835947
IFTAP	0	52473128.6984115
HABP4	0	0
CMSS1	0	18366284.1453502
MSI1	21558686.2039855	0
KCNE1	13541274.2043259	0
SAC3D1	328503928.031287	0
SEMA4D	2339850.10514265	0
HOXA13	33825508.1610866	0
PDZD7	3380213.75966477	3994777.39706433
C15orf40	0	0
EDIL3	0	1432533.70379367
HSD17B12	0	1911343.97218946
BRPF1	3537512.11972299	6905004.73451366
KITLG	0	81332892.3549894
RASIP1	0	1755874.00001128
NKX2-1	0	0
CHURC1	1154600091.96251	0
SOX13	1623898.24902212	0
0	0	11361736.1162007
SETBP1	0	0
TRMT13	0	16139726.0174123
PGAP4	2557987.58975617	0
GPR146	0	24818867.2863625
RNF41	0	10295935.060544
MRPS24	0	0
C19orf44	0	34318902.3671408
EOGT	0	11705024.7215241
MTPAP	42707984.9798421	3359968.58414294
TBC1D7	0	0
FBXO36	2533882.88968001	113255359.507721
MCOLN1	0	1766292.84391647
EIF4ENIF1	52340354.6991107	0
WSCD1	18328602.5285695	0
FOXG1	28379873.4575453	6789995.16771746
AARSD1	0	0
ST8SIA6	0	13634774.0723
RNF128	5731937.50867252	4138788.82903209
RNF17	24800155.2729549	44491279.5770069
PEX14	505181.942324178	14613900.9870994
ANKRD36B	8075291.89140593	0
ZNF140	0	5665633.24993432
SECTM1	62850200.762954	0
ENTREP1	0	0
ANKRD46	0	1261859.88478229
SMIM10L1	153916002.946592	0
PITX1	1874950.34185843	0
FAM133A	198602770.988592	0
NUBPL	4657016.98404261	0
ZNHIT2	65698603.5315083	15823974.9198551
EID2	0	0
